36.0
         127901 function calls (126409 primitive calls) in 0.215 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 compiler.py:25(Flags)
        1    0.000    0.000    0.000    0.000 compiler.py:255(Pipeline)
        1    0.000    0.000    0.000    0.000 compiler.py:72(CompileResult)
        1    0.002    0.002    0.046    0.046 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:178(avx_default)
        1    0.000    0.000    0.000    0.000 config.py:39(_os_supports_avx)
        1    0.000    0.000    0.000    0.000 config.py:65(_EnvReloader)
        1    0.000    0.000    0.000    0.000 config.py:67(__init__)
        1    0.000    0.000    0.000    0.000 config.py:70(reset)
        1    0.000    0.000    0.000    0.000 config.py:74(update)
        1    0.000    0.000    0.000    0.000 config.py:88(process_environ)
       32    0.000    0.000    0.000    0.000 config.py:89(_readenv)
        1    0.001    0.001    0.003    0.003 containers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:105(BaseTuple)
        1    0.000    0.000    0.000    0.000 containers.py:138(BaseAnonymousTuple)
        1    0.000    0.000    0.000    0.000 containers.py:161(_HomogenousTuple)
        1    0.000    0.000    0.000    0.000 containers.py:187(UniTuple)
        1    0.000    0.000    0.000    0.000 containers.py:216(UniTupleIter)
        1    0.000    0.000    0.000    0.000 containers.py:223(_HeterogenousTuple)
        1    0.000    0.000    0.000    0.000 containers.py:239(Tuple)
        1    0.000    0.000    0.000    0.000 containers.py:274(BaseNamedTuple)
        1    0.000    0.000    0.000    0.000 containers.py:278(NamedUniTuple)
        1    0.000    0.000    0.000    0.000 containers.py:297(NamedTuple)
        1    0.000    0.000    0.000    0.000 containers.py:312(List)
        1    0.000    0.000    0.000    0.000 containers.py:32(BaseContainerIterator)
        1    0.000    0.000    0.000    0.000 containers.py:351(ListIter)
        1    0.000    0.000    0.000    0.000 containers.py:358(ListPayload)
        1    0.000    0.000    0.000    0.000 containers.py:365(Set)
        1    0.000    0.000    0.000    0.000 containers.py:405(SetIter)
        1    0.000    0.000    0.000    0.000 containers.py:412(SetPayload)
        1    0.000    0.000    0.000    0.000 containers.py:419(SetEntry)
        1    0.000    0.000    0.000    0.000 containers.py:58(BaseContainerPayload)
        1    0.000    0.000    0.000    0.000 containers.py:76(Bytes)
        1    0.000    0.000    0.000    0.000 containers.py:85(ByteArray)
        1    0.000    0.000    0.000    0.000 containers.py:9(Pair)
        1    0.000    0.000    0.000    0.000 containers.py:92(PyArray)
        1    0.000    0.000    0.000    0.000 containers.py:99(MemoryView)
        2    0.002    0.001    0.029    0.014 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:102(CallFrame)
        1    0.000    0.000    0.000    0.000 context.py:115(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:17(Rating)
        1    0.000    0.000    0.000    0.000 context.py:41(CallStack)
        1    0.000    0.000    0.000    0.000 context.py:587(Context)
        1    0.000    0.000    0.000    0.000 context.py:6(Context)
        1    0.001    0.001    0.001    0.001 context.py:7(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
       33    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 controlflow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 controlflow.py:15(CFBlock)
        1    0.000    0.000    0.000    0.000 controlflow.py:36(Loop)
        1    0.000    0.000    0.000    0.000 controlflow.py:452(ControlFlowAnalysis)
        1    0.000    0.000    0.000    0.000 controlflow.py:56(CFGraph)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1118(_DomainedBinaryOperation)
       43    0.000    0.000    0.000    0.000 core.py:113(get_object_signature)
        6    0.000    0.000    0.000    0.000 core.py:1139(__init__)
       24    0.000    0.000    0.000    0.000 core.py:13(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:130(MAError)
        1    0.000    0.000    0.000    0.000 core.py:138(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:150(Module)
        1    0.000    0.000    0.000    0.000 core.py:181(Function)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:230(Builder)
        1    0.000    0.000    0.000    0.000 core.py:2352(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2358(__init__)
        1    0.000    0.000    0.000    0.000 core.py:245(MetaDataString)
        1    0.000    0.000    0.000    0.000 core.py:251(MetaData)
        9    0.000    0.000    0.000    0.000 core.py:2521(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2569(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:257(InlineAsm)
        1    0.000    0.000    0.000    0.000 core.py:2683(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:59(Type)
        1    0.000    0.000    0.000    0.000 core.py:5902(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:60(int)
        1    0.001    0.001    0.001    0.001 core.py:6104(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:6111(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6114(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:6214(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:6271(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6275(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6285(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6289(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6342(_frommethod)
       26    0.000    0.000    0.000    0.000 core.py:6353(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6358(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:72(pointer)
        1    0.000    0.000    0.000    0.000 core.py:7764(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:7777(__init__)
        8    0.000    0.000    0.000    0.000 core.py:7782(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:796(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:805(__init__)
        1    0.000    0.000    0.000    0.000 core.py:818(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:826(__init__)
        1    0.000    0.000    0.000    0.000 core.py:835(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        1    0.000    0.000    0.000    0.000 core.py:855(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:861(__init__)
        1    0.000    0.000    0.000    0.000 core.py:870(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:876(__init__)
        1    0.000    0.000    0.000    0.000 core.py:885(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:9(LLVMException)
        1    0.000    0.000    0.000    0.000 core.py:90(MaskedArrayFutureWarning)
       27    0.000    0.000    0.000    0.000 core.py:903(__init__)
        1    0.000    0.000    0.000    0.000 core.py:93(Constant)
        4    0.000    0.000    0.000    0.000 core.py:94(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:961(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:981(__init__)
        1    0.004    0.004    0.028    0.028 cpu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cpu.py:185(CPUTargetOptions)
        1    0.000    0.000    0.000    0.000 cpu.py:19(ClosureBody)
        1    0.000    0.000    0.000    0.000 cpu.py:23(EnvBody)
        1    0.000    0.000    0.000    0.000 cpu.py:30(CPUContext)
        1    0.000    0.000    0.000    0.000 ctypes_support.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 dataflow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataflow.py:11(DataFlowAnalysis)
        1    0.000    0.000    0.000    0.000 dataflow.py:660(LoopBlock)
        1    0.000    0.000    0.000    0.000 dataflow.py:667(BlockInfo)
        1    0.000    0.000    0.000    0.000 debuginfo.py:15(AbstractDIBuilder)
        1    0.000    0.000    0.000    0.000 debuginfo.py:245(NvvmDIBuilder)
        1    0.000    0.000    0.000    0.000 debuginfo.py:3(<module>)
        1    0.000    0.000    0.000    0.000 debuginfo.py:42(DummyDIBuilder)
        1    0.000    0.000    0.000    0.000 debuginfo.py:60(DIBuilder)
        2    0.001    0.001    0.008    0.004 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:11(_BaseVectorize)
        1    0.000    0.000    0.007    0.007 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:28(_DisableJitWrapper)
        1    0.001    0.001    0.055    0.055 decorators.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:30(Vectorize)
        1    0.000    0.000    0.000    0.000 decorators.py:41(GUVectorize)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:208(matrix)
        1    0.000    0.000    0.000    0.000 descriptors.py:3(<module>)
        1    0.000    0.000    0.000    0.000 descriptors.py:8(TargetDescriptor)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:137(_CompilingCounter)
        1    0.000    0.000    0.000    0.000 dispatcher.py:159(_DispatcherBase)
        1    0.000    0.000    0.000    0.000 dispatcher.py:24(OmittedArg)
        1    0.002    0.002    0.025    0.025 dispatcher.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:40(_FunctionCompiler)
        1    0.000    0.000    0.000    0.000 dispatcher.py:438(Dispatcher)
        1    0.000    0.000    0.000    0.000 dispatcher.py:610(LiftedLoop)
       13    0.000    0.000    0.000    0.000 dispatcher.py:671(<genexpr>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:96(_GeneratedFunctionCompiler)
        1    0.001    0.001    0.006    0.006 dufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dufunc.py:51(DUFuncLowerer)
        1    0.000    0.000    0.000    0.000 dufunc.py:66(DUFunc)
        1    0.001    0.001    0.016    0.016 dylib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:102(NumbaError)
        1    0.000    0.000    0.000    0.000 errors.py:128(IRError)
        1    0.000    0.000    0.000    0.000 errors.py:133(RedefinedError)
        1    0.000    0.000    0.000    0.000 errors.py:136(NotDefinedError)
        1    0.000    0.000    0.000    0.000 errors.py:146(VerificationError)
        1    0.000    0.000    0.000    0.000 errors.py:150(MacroError)
        1    0.000    0.000    0.000    0.000 errors.py:156(DeprecationError)
        1    0.000    0.000    0.000    0.000 errors.py:160(LoweringError)
        1    0.000    0.000    0.000    0.000 errors.py:171(ForbiddenConstruct)
        1    0.000    0.000    0.000    0.000 errors.py:177(TypingError)
        4    0.000    0.000    0.000    0.000 errors.py:18(deprecated)
        1    0.000    0.000    0.000    0.000 errors.py:190(UntypedAttributeError)
        1    0.000    0.000    0.000    0.000 errors.py:197(ByteCodeSupportError)
        1    0.000    0.000    0.000    0.000 errors.py:203(CompilerError)
        1    0.000    0.000    0.000    0.000 errors.py:209(ConstantInferenceError)
        1    0.000    0.000    0.000    0.000 errors.py:215(InternalError)
        1    0.001    0.001    0.001    0.001 errors.py:3(<module>)
        4    0.000    0.000    0.000    0.000 errors.py:30(decorator)
        1    0.000    0.000    0.000    0.000 errors.py:47(NumbaWarning)
        1    0.000    0.000    0.000    0.000 errors.py:52(PerformanceWarning)
        1    0.000    0.000    0.000    0.000 errors.py:59(WarningsFixer)
        1    0.001    0.001    0.001    0.001 executionengine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 executionengine.py:210(_ObjectCacheRef)
        1    0.000    0.000    0.000    0.000 executionengine.py:279(_ObjectCacheData)
        1    0.000    0.000    0.000    0.000 executionengine.py:30(check_jit_execution)
        1    0.000    0.000    0.000    0.000 executionengine.py:44(ExecutionEngine)
        1    0.000    0.000    0.000    0.000 extending.py:17(type_callable)
        1    0.001    0.001    0.006    0.006 extending.py:2(<module>)
        1    0.000    0.000    0.000    0.000 extending.py:213(_Intrinsic)
        1    0.000    0.000    0.000    0.000 extending.py:31(decorate)
        1    0.000    0.000    0.000    0.000 extending.py:51(overload)
        1    0.000    0.000    0.000    0.000 extending.py:79(decorate)
        1    0.000    0.000    0.000    0.000 externals.py:112(_Installer)
        1    0.000    0.000    0.000    0.000 externals.py:126(_ExternalMathFunctions)
        1    0.000    0.000    0.000    0.000 externals.py:3(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1332(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1344(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1398(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1414(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
        9    0.000    0.000    0.000    0.000 extras.py:232(__init__)
        9    0.000    0.000    0.000    0.000 extras.py:236(getdoc)
        1    0.000    0.000    0.000    0.000 fastmathpass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fastmathpass.py:20(FastFloatCallVisitor)
        1    0.000    0.000    0.000    0.000 fastmathpass.py:7(FastFloatBinOpVisitor)
        1    0.001    0.001    0.012    0.012 ffi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ffi.py:103(ObjectRef)
        1    0.000    0.000    0.000    0.000 ffi.py:54(_DeadPointer)
        1    0.000    0.000    0.000    0.000 ffi.py:60(OutputString)
        1    0.000    0.000    0.000    0.000 ffi.py:66(__init__)
        2    0.000    0.000    0.000    0.000 ffi.py:71(close)
        1    0.000    0.000    0.000    0.000 ffi.py:78(__enter__)
        1    0.000    0.000    0.000    0.000 ffi.py:81(__exit__)
        1    0.000    0.000    0.000    0.000 ffi.py:84(__del__)
       17    0.000    0.000    0.000    0.000 ffi.py:9(_make_opaque_ref)
        1    0.000    0.000    0.000    0.000 ffi.py:90(__str__)
        1    0.001    0.001    0.001    0.001 fftpack.py:32(<module>)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.000    0.000 funcdesc.py:150(PythonFunctionDescriptor)
        1    0.000    0.000    0.000    0.000 funcdesc.py:180(ExternalFunctionDescriptor)
        1    0.000    0.000    0.000    0.000 funcdesc.py:25(FunctionDescriptor)
        1    0.000    0.000    0.000    0.000 funcdesc.py:3(<module>)
        2    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:2047(vectorize)
      273    0.000    0.000    0.001    0.000 function_base.py:3944(add_newdoc)
        1    0.000    0.000    0.000    0.000 functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functions.py:116(WeakType)
      132    0.000    0.000    0.000    0.000 functions.py:12(__init__)
        1    0.000    0.000    0.000    0.000 functions.py:144(Dispatcher)
        1    0.000    0.000    0.000    0.000 functions.py:189(ExternalFunctionPointer)
        1    0.000    0.000    0.000    0.000 functions.py:229(ExternalFunction)
        1    0.000    0.000    0.000    0.000 functions.py:247(NumbaFunction)
        1    0.000    0.000    0.000    0.000 functions.py:267(NamedTupleClass)
      132    0.000    0.000    0.000    0.000 functions.py:27(key)
        1    0.000    0.000    0.000    0.000 functions.py:289(NumberClass)
       15    0.000    0.000    0.000    0.000 functions.py:294(__init__)
       19    0.000    0.000    0.000    0.000 functions.py:306(key)
        1    0.000    0.000    0.000    0.000 functions.py:315(RecursiveCall)
        1    0.000    0.000    0.000    0.000 functions.py:63(Function)
        1    0.000    0.000    0.000    0.000 functions.py:69(BoundFunction)
        1    0.000    0.000    0.000    0.000 functions.py:7(BaseFunction)
       96    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
       95    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        1    0.000    0.000    0.000    0.000 generators.py:12(GeneratorDescriptor)
        1    0.000    0.000    0.000    0.000 generators.py:204(GeneratorLower)
        1    0.000    0.000    0.000    0.000 generators.py:232(PyGeneratorLower)
        1    0.000    0.000    0.000    0.000 generators.py:293(LowerYield)
        1    0.000    0.000    0.000    0.000 generators.py:3(<module>)
        1    0.000    0.000    0.000    0.000 generators.py:45(BaseGeneratorLower)
       74    0.000    0.000    0.001    0.000 genericpath.py:34(isfile)
        1    0.000    0.000    0.000    0.000 getlimits.py:195(iinfo)
        5    0.000    0.000    0.000    0.000 getlimits.py:245(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
        2    0.000    0.000    0.000    0.000 getlimits.py:270(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:100(__get_openssl_constructor)
        1    0.001    0.001    0.001    0.001 hashlib.py:56(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1815(Hermite)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
       11    0.000    0.000    0.000    0.000 imputils.py:102(decorate)
        4    0.000    0.000    0.000    0.000 imputils.py:107(lower_constant)
        4    0.000    0.000    0.000    0.000 imputils.py:114(decorate)
        1    0.000    0.000    0.000    0.000 imputils.py:120(RegistryLoader)
       33    0.000    0.000    0.000    0.000 imputils.py:140(_decorate_getattr)
        2    0.000    0.000    0.000    0.000 imputils.py:154(_decorate_setattr)
        1    0.000    0.000    0.000    0.000 imputils.py:16(Registry)
        2    0.000    0.000    0.000    0.000 imputils.py:20(__init__)
        1    0.000    0.000    0.000    0.000 imputils.py:244(_IternextResult)
      190    0.000    0.000    0.000    0.000 imputils.py:27(lower)
        7    0.000    0.000    0.000    0.000 imputils.py:292(iternext_impl)
        1    0.000    0.000    0.000    0.000 imputils.py:3(<module>)
      190    0.000    0.000    0.000    0.000 imputils.py:36(decorate)
       35    0.000    0.000    0.000    0.000 imputils.py:41(_decorate_attr)
       33    0.000    0.000    0.000    0.000 imputils.py:46(lower_getattr)
       33    0.000    0.000    0.000    0.000 imputils.py:54(decorate)
        4    0.000    0.000    0.000    0.000 imputils.py:59(lower_getattr_generic)
        2    0.000    0.000    0.000    0.000 imputils.py:70(lower_setattr)
        2    0.000    0.000    0.000    0.000 imputils.py:78(decorate)
        2    0.000    0.000    0.000    0.000 imputils.py:83(lower_setattr_generic)
       11    0.000    0.000    0.000    0.000 imputils.py:94(lower_cast)
        1    0.001    0.001    0.002    0.002 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 info.py:154(<module>)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        1    0.000    0.000    0.000    0.000 initfini.py:1(<module>)
        1    0.000    0.000    0.000    0.000 initfini.py:63(_version_info)
        1    0.001    0.001    0.011    0.011 inspect.py:25(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:629(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:631(BlockFinder)
        1    0.000    0.000    0.000    0.000 instructions.py:13(Instruction)
        1    0.000    0.000    0.000    0.000 instructions.py:141(InvokeInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:159(Terminator)
        1    0.000    0.000    0.000    0.000 instructions.py:172(PredictableInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:184(Ret)
        1    0.000    0.000    0.000    0.000 instructions.py:208(Branch)
        1    0.000    0.000    0.000    0.000 instructions.py:212(ConditionalBranch)
        1    0.000    0.000    0.000    0.000 instructions.py:216(IndirectBranch)
        1    0.000    0.000    0.000    0.000 instructions.py:240(SwitchInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:270(Resume)
        1    0.000    0.000    0.000    0.000 instructions.py:274(SelectInstr)
        1    0.001    0.001    0.001    0.001 instructions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 instructions.py:301(CompareInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:330(ICMPInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:347(FCMPInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:370(CastInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:384(LoadInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:406(StoreInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:427(AllocaInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:445(GEPInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:478(PhiInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:502(ExtractValue)
        1    0.000    0.000    0.000    0.000 instructions.py:529(InsertValue)
        1    0.000    0.000    0.000    0.000 instructions.py:54(CallInstrAttributes)
        1    0.000    0.000    0.000    0.000 instructions.py:559(Unreachable)
        1    0.000    0.000    0.000    0.000 instructions.py:568(InlineAsm)
        1    0.000    0.000    0.000    0.000 instructions.py:58(FastMathFlags)
        1    0.000    0.000    0.000    0.000 instructions.py:591(AtomicRMW)
        1    0.000    0.000    0.000    0.000 instructions.py:611(CmpXchg)
        1    0.000    0.000    0.000    0.000 instructions.py:62(CallInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:637(_LandingPadClause)
        1    0.000    0.000    0.000    0.000 instructions.py:647(CatchClause)
        1    0.000    0.000    0.000    0.000 instructions.py:650(FilterClause)
        1    0.000    0.000    0.000    0.000 instructions.py:658(LandingPadInstr)
        1    0.001    0.001    0.001    0.001 interpreter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpreter.py:12(Assigner)
        1    0.000    0.000    0.000    0.000 interpreter.py:63(Interpreter)
        1    0.000    0.000    0.000    0.000 intrinsics.py:3(<module>)
        1    0.000    0.000    0.000    0.000 intrinsics.py:9(_DivmodFixer)
        1    0.000    0.000    0.000    0.000 io.py:34(<module>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 io.py:73(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:76(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:79(TextIOBase)
        1    0.000    0.000    0.000    0.000 io_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ir.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ir.py:121(Stmt)
        1    0.000    0.000    0.000    0.000 ir.py:136(Terminator)
        1    0.000    0.000    0.000    0.000 ir.py:14(Loc)
        1    0.000    0.000    0.000    0.000 ir.py:152(Expr)
        1    0.000    0.000    0.000    0.000 ir.py:287(SetItem)
        1    0.000    0.000    0.000    0.000 ir.py:302(StaticSetItem)
        1    0.000    0.000    0.000    0.000 ir.py:318(DelItem)
        1    0.000    0.000    0.000    0.000 ir.py:332(SetAttr)
        1    0.000    0.000    0.000    0.000 ir.py:343(DelAttr)
        1    0.000    0.000    0.000    0.000 ir.py:353(StoreMap)
        1    0.000    0.000    0.000    0.000 ir.py:364(Del)
        1    0.000    0.000    0.000    0.000 ir.py:373(Raise)
        1    0.000    0.000    0.000    0.000 ir.py:387(StaticRaise)
        1    0.000    0.000    0.000    0.000 ir.py:413(Return)
        1    0.000    0.000    0.000    0.000 ir.py:430(Jump)
        1    0.000    0.000    0.000    0.000 ir.py:446(Branch)
        1    0.000    0.000    0.000    0.000 ir.py:464(Assign)
        1    0.000    0.000    0.000    0.000 ir.py:477(Print)
        1    0.000    0.000    0.000    0.000 ir.py:492(Yield)
        1    0.000    0.000    0.000    0.000 ir.py:505(Arg)
        1    0.000    0.000    0.000    0.000 ir.py:518(Const)
        1    0.000    0.000    0.000    0.000 ir.py:530(Global)
        1    0.000    0.000    0.000    0.000 ir.py:543(FreeVar)
        1    0.000    0.000    0.000    0.000 ir.py:56(VarMap)
        1    0.000    0.000    0.000    0.000 ir.py:565(Var)
        1    0.000    0.000    0.000    0.000 ir.py:593(Intrinsic)
        1    0.000    0.000    0.000    0.000 ir.py:616(Scope)
        1    0.000    0.000    0.000    0.000 ir.py:704(Block)
        1    0.000    0.000    0.000    0.000 ir.py:793(Loop)
        1    0.000    0.000    0.000    0.000 ir.py:805(FunctionIR)
        1    0.000    0.000    0.000    0.000 ir.py:88(Inst)
        1    0.000    0.000    0.000    0.000 ir_print.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ir_print.py:53(DetectConstPrintArguments)
        1    0.000    0.000    0.000    0.000 ir_print.py:7(RewritePrintCalls)
        1    0.000    0.000    0.000    0.000 itanium_mangler.py:29(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:22(RangeIteratorType)
        6    0.000    0.000    0.000    0.000 iterators.py:24(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:36(Generator)
        1    0.000    0.000    0.000    0.000 iterators.py:57(EnumerateType)
        1    0.000    0.000    0.000    0.000 iterators.py:7(RangeType)
        1    0.000    0.000    0.000    0.000 iterators.py:75(ZipType)
        3    0.000    0.000    0.000    0.000 iterators.py:9(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:93(ArrayIterator)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1765(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1795(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.001    0.001    0.001    0.001 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.000    0.000 linker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 listobj.py:122(ListInstance)
        1    0.000    0.000    0.000    0.000 listobj.py:3(<module>)
